transaction_id,items
956,G001|G012|G016
957,G002|G003
958,G001|G002|G003|G010|G013|G016|G017
959,G007|G008|G009|G011|G013
960,G003|G010|G011|G013
961,G005|G010
962,G002|G009
963,G001|G002|G003|G006|G010|G015
964,G011|G013
965,G003|G004|G009|G010
966,G005|G006|G018
967,G007|G015
968,G001|G002|G003|G015|G016|G017
969,G004|G006|G007|G011|G014|G018
970,G004|G006|G007|G010
971,G010|G013|G016|G017|G018
972,G001|G002|G003|G015|G016|G017
973,G001|G002|G003|G006|G010|G016|G017
974,G010|G016|G017
975,G001|G004|G012
976,G001|G003|G008|G009
977,G003|G013
978,G002|G011|G013|G018
979,G001|G005|G015|G016|G017
980,G010|G012|G013|G016|G017
981,G010|G013
982,G001|G010|G017
983,G001|G007|G008|G009|G011|G013|G016
984,G002|G003|G005
985,G017
986,G008|G009|G010|G012
987,G005|G009|G015|G016
988,G001|G004|G007|G015
989,G006|G007|G010
990,G002|G012
991,G002|G005|G011|G013|G016
992,G001|G008|G009|G014
993,G002|G003|G014
994,G001|G002|G003|G004|G009|G014|G018
995,G001|G006|G015|G016|G018
996,G007|G008|G009|G010|G013
997,G005|G007|G008|G009
998,G009|G010|G013|G014
999,G001|G003|G004|G017
1000,G001|G009
